Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Chad,TCD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.291,80.254,80.086,80.667,80.367,80.049,79.728,79.41,79.085,78.755,78.42,78.081,77.736,77.384,77.026,76.666,76.304,75.938,75.567,75.189,74.808,74.422,74.032,73.638,73.24,72.84,72.436,72.027,71.615,71.517,70.834,70.708,71.788,71.729,71.776,71.716
Channel Islands,CHI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.77,69.952,69.945,70.184,70.43,70.615,70.472,70.419,70.548,70.316,70.102,69.822,69.332,69.019,68.997,68.839,68.56,68.27,68.135,67.863,67.444,67.318,67.4,66.63,67.004,67.022,66.55,66.304,66.032,65.671,64.759,64.966,64.769,64.366,64.019,63.652
Chile,CHL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.671,75.147,75.908,76.144,76.233,76.764,77.097,76.317,76.214,75.751,74.661,73.847,73.112,72.769,72.052,71.785,72.9,72.879,73.3,72.441,74.235,74.844,74.509,74.264,74.232,74.452,74.162,74.418,74.239,73.721,67.516,68.773,70.482,71.298,72.019,71.927
China,CHN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.112,84.679,84.237,83.786,83.324,82.853,82.372,81.881,81.38,80.869,80.347,80.131,79.913,79.692,79.469,79.243,79.016,78.787,78.556,78.323,78.089,77.899,77.33,76.764,76.324,75.848,75.29,74.606,73.904,73.328,71.607,72.918,71.389,71.334,70.267,69.851
Colombia,COL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.444,80.762,81.218,81.749,82.273,82.69,82.791,82.938,82.812,82.287,82.402,82.437,81.413,81.728,80.997,80.134,79.274,78.395,78.548,80.558,80.302,80.639,80.67,79.777,79.513,79.308,78.635,78.195,77.749,76.756,76.251,77.539,75.936,76.171,75.862,75.694
Comoros,COM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.809,51.812,51.993,52.325,52.573,52.735,52.817,52.802,52.674,52.366,52.006,51.759,51.589,51.356,50.853,51.424,51.988,52.548,53.107,53.668,54.23,54.793,55.358,55.922,56.484,57.61,58.698,59.649,60.505,61.382,62.074,63.328,63.902,63.774,63.633,63.882
"Congo, Dem. Rep.",COD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.561,72.605,72.652,72.66,72.322,72.232,72.864,73.512,73.727,73.715,73.752,73.783,73.825,73.889,73.933,73.941,73.361,72.773,72.178,71.575,70.963,70.344,69.716,69.421,69.134,68.854,68.497,68.125,67.865,67.659,66.723,66.867,67.386,67.162,67.021,66.846
"Congo, Rep.",COG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.74,71.575,71.411,71.219,71.06,70.954,70.846,70.919,70.948,70.761,70.21,69.723,69.695,69.568,69.301,69.035,68.781,68.603,68.598,68.471,68.382,68.573,68.859,69.199,69.487,69.71,69.84,69.871,69.839,69.743,66.626,67.083,70.198,70.18,70.117,70.102
Costa Rica,CRI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.209,80.081,79.187,80.096,79.965,81.148,78.589,79.889,80.712,80.24,79.936,79.678,79.156,79.4,78.691,79.663,78.693,79.254,78.045,76.779,74.927,75.331,77.742,76.563,77.538,76.048,73.879,74.322,76.275,76.239,73.073,73.732,73.144,70.082,69.857,69.762
Cote d'Ivoire,CIV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.735,82.628,82.496,82.357,82.205,82.048,81.898,81.758,81.64,80.986,80.327,79.662,78.989,78.309,77.626,76.938,76.247,75.551,74.83,74.094,73.366,72.643,71.923,72.695,73.469,74.253,75.036,74.288,73.528,72.758,72.886,74.219,74.866,74.649,74.421,74.406
Croatia,HRV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.301,69.271,68.449,67.582,66.691,65.773,64.886,64.045,63.232,62.467,61.744,61.01,60.215,60.297,61.464,60.702,59.503,61.501,61.279,60.184,59.704,59.784,58.885,57.702,58.716,59.11,57.772,58.157,57.454,57.567,58.144,58.822,58.584,57.87,57.634,57.361
Cuba,CUB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.883,68.846,69.817,70.883,71.217,71.419,71.429,71.554,71.671,71.507,71.258,70.993,70.696,70.287,69.784,69.086,68.37,67.844,67.471,68.783,68.031,67.814,67.59,67.41,67.318,67.121,67.02,66.818,66.511,66.231,63.189,63.552,65.908,65.688,65.418,65.074
Curacao,CUW,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.519,77.535,76.427,76.015,75.593,75.067,74.422,73.668,72.837,71.982,71.163,71.729,71.131,72.235,72.734,72.93,72.159,71.797,71.112,70.595,70.436,70.04,70.767,70.609,70.249,69.161,69.181,69.774,71.076,72.073,72.362,73.367,73.985,73.359,72.933,72.672
Czechia,CZE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.24,71.278,71.287,71.268,71.506,71.463,71.501,71.201,70.874,70.633,69.858,69.394,69.306,68.766,68.484,68.751,68.56,68.341,68.126,68.182,67.95,67.524,67.689,68.049,68.16,67.957,68.293,68.404,68.543,68.284,67.807,67.69,67.869,67.932,67.887,67.516
Denmark,DNK,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.778,73.235,72.801,72.117,71.378,72.905,72.77,73.079,71.517,72.27,71.718,71.192,71.885,71.815,71.858,71.447,71.573,71.1,70.536,69.4,68.388,67.766,66.683,65.415,65.693,66.106,65.906,66.007,66.258,66.928,66.499,67.275,67.549,67.788,69.289,69.178
Djibouti,DJI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.603,55.446,55.302,55.127,54.922,54.694,54.398,53.838,53.174,52.676,52.296,51.938,51.614,51.485,51.469,51.379,51.136,50.797,50.441,50.081,49.741,49.401,49.059,48.699,48.298,47.855,47.372,46.859,46.333,45.821,45.307,45.479,45.346,45.055,44.745,44.555
Dominica,DMA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.788,78.689,78.586,78.481,78.381,78.269,78.152,78.016,77.871,77.724,77.594,76.5,75.398,74.395,74.866,73.774,74.331,74.476,73.632,72.329,72.053,72.965,73.977,73.78,74.031,76.197,76.423,76.066,77.607,78.167,73.67,75.633,76.342,76.433,76.371,76.36
Early-demographic dividend,EAR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.72155365,81.62815313,81.57934131,81.44025722,81.49812534,81.452678,81.45419003,81.4746125,81.40049031,81.40378404,81.27045637,80.94476317,80.53728576,80.26454631,80.14741163,79.76607164,79.39192834,79.00317662,78.56176106,78.12520636,77.88431793,77.68273083,77.52011953,77.34767342,77.06289823,76.79160813,76.52786885,76.28220819,76.10927028,75.85131237,74.18529903,74.63608804,75.40499701,75.83995502,75.99073981,75.94437265
East Asia & Pacific,EAS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.92067647,82.68448663,82.42401619,82.07823027,81.87673575,81.5518381,81.22355422,80.8469523,80.41634321,80.01816375,79.66248256,79.57759136,79.33746798,79.09000928,79.02079506,78.70589146,78.51437325,78.4009031,78.19930039,77.95861019,77.8032127,77.80900746,77.44939068,76.97200362,76.72304393,76.36127277,75.91060018,75.37250832,75.0518829,74.68889872,73.19266336,73.68651642,73.22924187,73.25792337,72.54573228,72.25754107
East Asia & Pacific (excluding high income),EAP,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.02990957,83.70843882,83.36493123,82.97788452,82.74617606,82.38437278,82.01387854,81.58733864,81.16227163,80.76916547,80.41865952,80.38919952,80.16582552,79.9404422,79.89761379,79.54909563,79.3415783,79.21320762,79.03862484,78.83422495,78.68807028,78.70861365,78.31990835,77.78766772,77.48842307,77.07853757,76.56342453,75.94486511,75.54757907,75.12729065,73.48422928,74.03694365,73.47498551,73.50533151,72.72892662,72.41458355
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.99180508,83.66575512,83.31743174,82.9252283,82.69058568,82.32431007,81.94945295,81.5180749,81.08815023,80.69038543,80.33600548,80.30678744,80.08132269,79.85374296,79.81088888,79.45860356,79.24893933,79.11919483,78.94253807,78.73565201,78.58766777,78.60843516,78.21491345,77.6760517,77.37299914,76.95797822,76.43647232,75.81028351,75.40821396,74.9829694,73.34039809,73.90030514,73.31124733,73.34255333,72.5572536,72.23994337
Ecuador,ECU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.379,79.502,79.429,79.339,79.423,79.335,79.197,80.295,81.377,81.401,81.397,81.554,81.703,81.844,82.523,82.36,83.524,81.897,81.39,78.672,77.674,76.811,77.129,76.687,77.853,79.684,80.167,80.356,79.061,78.168,72.05,77.993,77.67,76.715,76.948,76.868
"Egypt, Arab Rep.",EGY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.261,71.236,71.31,73.335,74.463,73.879,73.279,72.669,72.029,74.203,71.704,69.191,67.845,68.979,70.1,71.211,72.318,72.213,72.907,72.632,75.316,74.82,74.259,73.643,72.86,70.97,70.045,67.582,68.037,68.386,68.47,70.223,70.272,70.7,70.559,70.514
El Salvador,SLV,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.013,84.07,83.806,83.578,83.794,83.676,81.878,81.368,81.809,80.71,79.856,78.981,78.075,79.689,78.574,78.615,78.597,79.448,78.458,77.404,76.299,76.11,76.352,75.916,75.029,74.606,74.997,75.208,74.87,76.147,72.083,75.477,76.477,76.751,76.995,77.266
Equatorial Guinea,GNQ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.585,69.193,69.745,70.236,70.639,70.93,71.121,71.234,71.286,71.207,70.674,69.693,68.538,67.322,66.168,65.417,65.089,64.942,64.939,65.058,65.286,65.665,66.138,66.587,66.987,67.293,67.482,67.554,67.482,67.252,62.725,63.32,67.535,67.805,67.585,67.243
Eritrea,ERI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.091,88.1,88.153,87.876,87.577,86.957,86.566,87.095,87.552,87.871,88.079,87.79,87.389,86.911,86.452,86.391,86.532,86.603,86.503,86.223,86.05,85.72,85.486,85.469,85.118,85.435,85.281,85.224,84.7,84.195,83.372,83.598,84.17,84.144,84.123,84.149
Estonia,EST,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.877,76.958,75.337,73.332,73.192,71.671,70.519,70.21,69.289,67.46,66.482,65.171,64.044,66.485,65.767,64.686,67.46,68.257,68.75,67.949,66.967,67.942,68.216,68.285,68.792,68.954,70.071,70.518,70.702,69.865,69.809,69.372,70.79,70.789,70.208,69.819
Eswatini,SWZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.079,66.548,66.036,65.764,66.387,66.79,66.233,65.553,64.732,63.871,63.08,62.402,61.833,61.37,60.988,60.668,60.396,60.019,59.46,58.861,58.308,57.816,57.394,57.002,56.563,56.087,55.645,54.945,54.226,53.494,52.723,52.639,53.836,54.389,54.154,54.027
Ethiopia,ETH,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.225,89.19,89.175,89.245,89.316,89.389,89.475,89.58,89.693,89.792,89.857,89.878,89.856,89.802,89.73,89.643,89.482,89.32,89.159,88.996,88.832,88.667,88.5,88.332,87.108,85.901,84.713,83.542,82.404,81.299,79.652,79.132,79.124,78.961,78.722,78.644
Euro area,EMU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.77595573,68.47210557,67.53726723,66.97748278,66.52079124,65.93223887,65.79266473,65.66880564,65.61226467,65.53951071,65.32304181,64.98781566,65.02579566,65.03845559,64.93599455,65.05478397,65.1043983,64.99901102,65.08105218,64.53543257,64.28309968,63.89001189,63.95666151,63.74489548,63.44553568,63.29971595,63.20133445,63.25772705,63.30988736,63.26907604,62.29489485,62.55199747,63.04635463,63.17048016,63.03762714,62.6675225
Europe & Central Asia,ECS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.00486422,70.84977326,70.26775745,69.48898774,68.93033806,68.49917226,68.10940417,67.65512116,67.32364367,67.62703461,67.27129272,66.73787963,66.51675947,66.29489109,66.17585128,66.24444516,66.20276137,66.33028513,66.60918105,66.33017116,66.36283604,66.3689818,66.43929357,66.41804314,66.4066716,66.47339029,66.58926787,66.63872446,66.69126015,66.46200767,65.48915598,65.86716285,66.43610808,66.50815299,66.34547901,65.93505482
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.3431235,72.68882992,72.69325449,72.331795,72.62912878,72.40550303,72.01788293,71.6186712,71.38631823,70.92255787,70.04697352,69.48686316,68.79088919,68.14408839,67.59065382,67.33698255,66.91715169,66.94062863,67.02365693,67.24601668,67.29750449,67.87744037,67.82446843,68.04173028,68.22736364,68.53059438,68.92423641,69.16051491,69.33481394,69.1075234,67.22730127,67.95033308,70.19229243,70.00833373,70.33621158,69.92488179
Europe & Central Asia (IDA & IBRD countries),TEC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.30019851,72.36349242,72.13050381,71.18644719,70.49992963,70.10339642,69.42030577,68.60671573,68.01427914,68.69598921,68.16255272,67.43673115,66.94569357,66.44764925,66.38646462,66.37553776,66.21347736,66.63413005,67.16764436,67.153859,67.50187668,67.84818325,67.91291352,68.08471065,68.28536225,68.52426011,68.80070315,68.90647976,68.9313987,68.58977869,67.46473084,68.18070903,69.19189129,69.18284329,69.06599573,68.56343989
European Union,EUU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.25432318,68.03832506,67.27040638,66.73656042,66.26692785,65.73067406,65.55216311,65.41028602,65.294438,65.17747418,64.9078781,64.69391423,64.64858657,64.61272082,64.50232475,64.66197434,64.66242204,64.56609187,64.69383745,64.13400537,64.12607997,63.80133452,63.90137709,63.76860102,63.63540124,63.59316578,63.57148173,63.71187908,63.76624968,63.77840721,63.00021647,63.3318582,63.73655447,63.81688628,63.62975972,63.28005238
Faroe Islands,FRO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.868,79.98,79.818,79.771,79.622,79.55,79.403,79.492,79.577,79.66,79.744,79.828,79.91,79.99,80.065,78.323,78.716,79.073,79.42,79.758,80.065,80.342,79.064,77.736,76.36,76.65,76.914,76.721,76.586,76.641,72.282,72.891,76.618,76.598,76.578,76.537
Finland,FIN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.393,69.956,68.469,67.587,66.77,65.194,64.271,65.748,65.648,66.151,66.586,66.875,66.824,66.931,66.385,66.514,66.455,65.14,65.711,64.105,63.767,64.115,63.504,62.834,62.349,62.277,62.27,62.461,63.08,62.828,62.661,63.748,63.689,63.16,63.151,62.978
France,FRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.56,64.313,64.185,63.749,63.329,62.973,63.195,62.824,62.628,62.857,62.668,62.529,62.887,62.816,62.698,62.391,62.14,62.02,62.032,62.049,61.833,61.517,61.73,61.686,60.961,60.726,60.399,60.322,60.205,59.663,58.88,59.858,60.167,60.11,59.896,59.55
French Polynesia,PYF,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.971,69.048,69.355,69.679,70.018,70.231,70.373,70.042,69.673,69.257,68.813,68.339,67.852,67.22,66.505,65.839,65.253,64.675,64.37,64.084,63.822,63.571,63.311,63.204,63.068,62.888,62.668,62.313,61.925,61.482,60.461,60.141,59.979,59.22,58.542,58.043
Gabon,GAB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.437,60.376,60.501,60.389,60.227,59.971,59.684,59.312,58.981,58.967,58.772,58.49,58.277,58.023,57.848,57.67,57.687,57.539,57.69,57.834,57.894,58.025,58.234,58.442,58.698,58.985,59.346,59.758,60.127,60.338,56.244,56.845,60.808,60.709,60.438,60.132
"Gambia, The",GMB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.353,51.426,51.478,51.54,51.756,51.921,51.995,51.905,51.878,51.679,51.515,51.325,51.65,51.387,51.11,51.372,51.526,51.475,51.243,50.986,50.773,51.398,51.241,51.218,51.432,51.327,51.329,51.16,50.847,50.576,50.616,50.387,50.137,49.922,49.643,49.509
Georgia,GEO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.27,82.852,83.485,84.179,84.938,84.448,83.338,82.324,81.91,81.551,81.281,80.829,80.381,79.579,79.124,78.445,77.81,77.045,76.876,77.026,76.618,76.139,75.754,75.475,75.284,75.151,75.016,74.817,73.827,72.856,73.314,70.63,73.278,73.457,73.604,73.492
Germany,DEU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.432,72.362,71.296,70.517,70.235,69.482,68.941,68.888,68.566,68.312,67.653,67.092,66.609,66.292,65.747,66.549,66.762,66.382,66.649,66.248,66.569,66.411,66.626,66.705,66.598,66.259,66.235,66.395,66.724,67.119,66.049,65.98,66.337,66.479,66.422,66.054
Ghana,GHA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.207,76.144,76.149,76.153,76.159,76.167,76.175,76.182,76.186,76.191,76.196,76.199,76.202,76.205,76.208,76.212,76.215,76.219,76.223,76.227,76.232,76.237,76.242,76.247,74.91,73.527,72.185,70.806,69.11,67.418,65.331,63.986,62.754,62.665,62.438,61.841
Gibraltar,GIB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.414,65.549,65.528,65.166,65.523,65.432,65.266,64.748,65.066,64.178,63.914,63.201,63.228,63.416,63.467,63.527,63.726,63.567,63.668,63.442,63.122,61.809,61.005,60.622,59.608,59.032,58.863,58.879,58.887,58.837,58.006,57.998,59.87,59.56,60.253,59.856
Greenland,GRL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
