Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Guam,GUM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.78,83.016,82.239,81.436,80.612,79.771,78.908,78.019,77.105,76.168,75.192,72.808,70.082,70.256,70.431,67.135,69.884,66.891,68.319,69.702,66.143,68.818,68.651,68.508,68.349,68.26,68.218,68.116,68.149,67.91,64.645,65.043,67.986,67.991,67.989,67.95
Guatemala,GTM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.842,88.832,88.812,88.791,88.779,88.767,88.751,88.709,88.645,88.575,88.51,88.448,88.357,88.341,85.001,84.214,83.412,82.596,81.765,80.92,80.06,83.538,86.032,81.543,82.28,83.596,82.653,84.065,83.42,82.045,79.985,84.163,80.746,81.859,81.799,81.714
Guinea,GIN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.014,64.1,64.211,64.323,64.444,64.547,64.633,64.964,65.305,65.45,65.662,66.062,66.29,66.19,66.094,66.002,65.912,65.816,65.716,65.614,65.509,65.399,65.286,65.169,65.045,64.91,64.766,64.614,64.453,64.279,63.644,63.972,63.763,63.487,63.261,63.105
Guinea-Bissau,GNB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.017,73.916,73.853,73.826,73.81,73.75,73.644,73.508,73.378,73.252,73.098,72.93,72.77,72.62,72.466,72.327,72.211,72.092,71.957,71.803,71.639,71.479,71.317,71.145,70.953,70.731,70.479,70.182,69.842,68.668,68.596,69.485,69.991,69.776,69.584,69.582
Guyana,GUY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.202,82.066,81.861,81.634,81.351,81.067,80.784,80.494,80.188,79.859,79.505,79.117,78.688,78.269,77.793,77.275,76.709,76.101,75.457,74.777,74.062,73.316,72.547,71.761,70.972,70.196,69.445,68.714,68.152,63.507,62.049,62.52,63.689,63.657,63.597,63.321
Haiti,HTI,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.248,76.488,75.721,74.945,74.161,73.37,72.491,71.602,70.703,69.795,68.877,68.982,69.088,69.194,69.3,69.406,69.684,69.961,70.236,70.51,70.779,70.607,70.535,70.381,70.256,70.16,70.056,69.943,69.847,69.821,69.16,69.433,69.82,69.813,69.83,69.743
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.10367892,80.10850642,80.09768673,80.03375057,79.95914556,79.92011891,79.93356335,79.97182521,79.96299574,79.86941886,79.75087978,79.65253301,79.56805871,79.48264443,79.38952062,79.27642627,79.08685134,78.84012533,78.55311232,78.26956081,77.95728618,77.9257006,77.20948983,77.55424393,76.63030453,76.08298646,75.65971325,75.01171787,74.80313927,74.58558738,73.77627464,73.75343672,74.21135332,74.90497007,74.74294592,74.65961755
High income,HIC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.89772594,72.67979975,72.32635028,71.76019366,71.27134219,70.99561613,70.7799245,70.52636386,70.20253136,70.35084796,70.17875784,69.69319445,69.47724649,69.20071547,69.09973553,69.15237171,69.22442827,69.27736465,69.35891031,68.80166276,68.65668773,68.50307089,68.61838793,68.56082707,68.50644808,68.53548088,68.62578015,68.6173107,68.6729275,68.62811837,67.68127316,67.82064353,68.15937741,68.3605839,68.18337886,67.92086494
Honduras,HND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.351,87.345,87.288,87.22,87.17,87.084,87.009,86.913,86.801,86.708,85.408,84.749,84.075,83.387,82.685,81.969,81.277,80.108,79.728,80.707,81.18,79.783,78.508,81.912,82.297,81.628,80.726,82.953,82.955,81.822,71.951,73.311,73.68,73.622,73.589,73.541
"Hong Kong SAR, China",HKG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.14,78.811,78.053,77.771,77.014,76.325,75.619,75.102,74.574,73.938,73.298,72.528,71.995,71.52,71.197,70.642,70.273,69.848,68.94,68.667,67.765,67.669,67.964,68.493,68.094,68.117,67.924,67.66,67.966,66.826,65.534,65.033,64.187,63.412,62.585,62.073
Hungary,HUN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.605,57.501,57.446,57.425,57.357,57.299,57.272,57.224,57.189,57.278,57.51,57.828,58.098,58.288,58.474,58.584,58.634,58.576,58.463,58.048,58.057,58.342,58.987,60.056,61.919,63.315,64.553,65.429,65.869,66.422,66.351,66.787,67.405,67.945,67.595,67.507
IBRD only,IBD,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.96276151,81.80925569,81.58531229,81.27788392,81.04790567,80.80312829,80.45741334,80.22645312,79.93016414,79.8298286,79.51610251,79.21830587,78.8814246,78.62408786,78.52123941,78.27657128,78.03056074,77.82704837,77.62993484,77.35916771,77.15200938,76.99626094,76.71580093,76.38535824,76.1449204,75.86443575,75.52697525,75.14121006,74.84600797,74.51877053,72.70928667,73.53903282,73.70021847,73.92633572,73.71278085,73.51475487
Iceland,ISL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.181,79.305,79.474,78.485,78.527,81.267,80.118,79.478,80.681,81.367,82.299,83.055,81.754,82.45,82.223,80.543,81.94,82.781,81.982,79.361,78.864,78.329,77.951,78.74,80.054,80.561,81.789,81.078,80.18,79.732,77.591,77.476,78.185,78.93,79.832,79.611
IDA & IBRD total,IBT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.84453658,81.68160868,81.50426461,81.2236753,81.0248929,80.81566804,80.54933676,80.37242867,80.11631644,80.02402237,79.74179558,79.48688484,79.19913786,78.96748663,78.85868834,78.61246717,78.35398989,78.11925963,77.88198437,77.60499167,77.37368633,77.22938934,76.92936531,76.68538046,76.37221072,76.09474376,75.78085303,75.42544214,75.15565082,74.83472273,73.26450292,73.93360104,74.16724191,74.37988174,74.18571843,74.02124238
IDA blend,IDB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.52743675,83.0023659,83.18696566,82.83901893,82.80698038,82.93691866,83.05528862,83.1496548,82.79798019,82.68482329,82.50056671,82.37819879,82.20397843,81.91505959,81.594281,80.97751552,80.30961619,80.0608567,79.75910126,79.65994609,79.45289034,79.22726868,79.34115253,79.45145557,79.03946954,79.52238851,79.62176657,79.45263501,79.30716161,78.92402545,78.05718181,78.96936335,79.50296228,79.21445167,79.18074754,79.14569778
IDA only,IDX,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.09619059,80.05830056,80.03040458,79.98297719,79.91875823,79.77737031,79.84834818,79.88682928,79.94338446,79.90344496,79.76481056,79.70671167,79.66716106,79.61808419,79.5655693,79.49263362,79.35743064,78.90573036,78.42666856,77.99037604,77.57577291,77.52948643,76.86401732,76.92546468,76.22151243,75.52564061,75.10749852,74.80760736,74.59320262,74.32112846,73.63366507,73.27169886,73.66916386,74.0440671,73.82350827,73.72278028
IDA total,IDA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.28341885,81.08049588,81.1258531,80.9728673,80.91946821,80.87254309,80.96267748,81.02392884,80.94057554,80.8766291,80.72424247,80.64662075,80.56106918,80.42851729,80.28324017,80.01919071,79.69568522,79.31710318,78.90264626,78.58854713,78.24985795,78.13964846,77.75382508,77.83258568,77.232385,76.95656399,76.71895918,76.46147504,76.26825058,75.95318251,75.19937004,75.28644563,75.7296232,75.91294664,75.76771272,75.68946673
India,IND,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.006,83.981,83.944,83.9,83.843,83.927,84.005,84.084,84.16,84.234,84.302,83.92,83.534,83.144,82.751,82.363,81.813,81.266,80.724,80.193,79.669,79.231,78.797,78.605,78.354,78.035,77.692,77.336,76.974,76.613,75.693,75.964,76.503,77.115,77.594,77.623
Indonesia,IDN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.706,82.817,82.69,82.253,83.334,83.386,83.438,83.205,83.091,83.583,84.135,84.568,84.198,83.771,84.377,82.96,82.633,82.805,82.532,81.952,82.337,82.974,83.469,82.919,82.719,82.488,81.772,81.529,82.251,82.6,81.673,79.741,81.549,82.382,82.336,82.278
"Iran, Islamic Rep.",IRN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.524,81.711,80.723,79.63,78.416,77.109,75.725,75.166,74.598,74.068,73.599,73.213,72.869,72.637,72.548,72.515,71.37,70.648,68.63,69.298,68.452,66.703,67.75,68.039,67.874,68.628,69.296,70.274,70.615,70.431,68.192,68.214,66.919,68.182,67.69,67.239
Iraq,IRQ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.665,79.584,79.216,79.037,78.875,78.66,78.481,78.167,77.612,77.05,76.487,75.923,75.357,74.81,74.286,73.762,73.246,72.735,72.496,72.212,71.912,71.615,71.321,72.289,73.218,72.895,72.586,73.416,71.925,70.247,70.472,69.095,72.411,72.924,72.62,72.579
Ireland,IRL,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.929,80.011,78.051,77.809,77.876,77.684,78.228,76.933,77.332,77.059,77.159,76.851,76.068,75.706,75.678,76.542,76.561,76.38,75.213,72.261,70.169,69.162,68.708,68.83,68.792,69.024,68.958,68.49,68.511,68.64,67.347,69.449,69.966,72.43,70.374,70.113
Isle of Man,IMN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.857,71.905,71.566,73.277,73.304,73.167,71.995,71.209,70.097,69.555,69.686,69.369,68.244,67.957,68.44,68.671,69.141,69.732,69.77,68.908,69.337,69.236,71.472,71.319,71.347,71.234,71.091,70.924,70.197,69.548,67.56,67.073,68.493,68.896,68.898,68.797
Italy,ITA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.432,66.389,64.36,63.836,62.577,61.757,61.874,61.713,61.753,61.511,61.301,60.929,61.177,61.444,61.796,60.998,60.779,60.387,60.328,59.489,58.972,58.539,59.053,58.431,58.454,58.591,58.958,59.074,59.076,58.856,57.512,57.556,58.092,58.816,58.664,58.295
Jamaica,JAM,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.131,78.865,78.582,78.264,77.921,77.561,77.188,76.794,76.404,75.874,75.574,75.281,74.955,74.622,74.5,74.294,74.031,73.726,73.398,70.901,68.927,69.273,68.705,70.016,70.898,72.697,72.427,72.974,72.894,74.337,72.332,73.242,74.744,76.117,76.208,76.337
Japan,JPN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.309,77.534,77.894,77.949,77.704,77.524,77.614,77.636,77.205,76.797,76.328,75.565,74.646,74.016,73.316,73.201,73.107,73.077,72.628,71.96,71.491,71.085,70.665,70.395,70.341,70.209,70.364,70.437,71.084,71.317,71.352,71.18,71.354,71.461,71.495,71.478
Jordan,JOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.302,64.638,63.844,63.574,63.353,63.164,63.272,63.375,63.509,63.614,63.657,63.199,62.068,61.238,61.953,62.648,61.398,62.94,62.825,63.447,62.48,61.62,60.275,59.239,58.199,59.314,60.504,61.623,61.478,62.561,62.815,61.381,61.285,62.524,62.313,62.473
Kazakhstan,KAZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.758,76.211,76.447,76.861,77.456,77.817,77.705,77.518,77.507,77.326,76.9,76.376,76.036,75.727,75.668,75.003,75.035,75.584,76.151,76.21,76.162,76.102,76.092,76.048,76.043,76.114,76.189,76.184,76.159,76.155,75.389,75.179,76.185,76.294,76.388,73.373
Kenya,KEN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.392,76.208,76.018,75.806,75.573,75.34,75.119,74.893,74.67,74.418,74.601,74.784,74.966,75.147,75.327,75.507,75.687,75.866,76.045,76.223,76.4,76.577,76.754,76.93,77.105,77.28,77.454,76.004,74.487,72.904,72.112,72.376,72.295,72.098,71.94,71.85
Kiribati,KIR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.858,86.875,86.894,86.898,86.897,86.893,86.885,86.868,86.86,86.869,86.865,86.867,86.866,86.865,86.864,86.863,86.861,86.857,86.856,86.851,86.846,86.84,86.835,86.828,86.821,86.813,86.807,86.801,86.792,86.788,85.136,85.133,86.799,86.783,86.777,86.757
"Korea, Rep.",KOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.412,72.825,73.404,73.466,74.147,74.253,74.172,74.008,73.074,72.46,71.948,72.018,72.676,72.566,72.824,72.293,71.942,71.834,71.119,70.714,70.741,71.139,71.469,71.943,72.709,72.802,72.739,72.81,72.359,72.293,71.503,71.554,72.658,72.58,72.181,72.002
Kosovo,XKX,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.962,80.035,79.275,79.585,81.491,82.83,82.455,81.459,80.577,79.922,79.574,79.572,79.905,80.525,81.583,82.229,82.287,82.354,82.655,83.175,83.88,84.99,85.996,86.561,86.935,87.188,87.303,87.516,87.39,87.115,82.65,84.279,88.622,88.832,88.737,88.559
Kyrgyz Republic,KGZ,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.159,73.134,74.758,76.508,78.831,79.499,78.944,78.115,78.049,77.829,77.392,76.927,76.996,76.367,75.752,75.853,75.583,74.733,73.889,73.668,73.847,75.052,73.515,71.697,71.221,72.028,72.785,71.947,73.627,74.493,71.514,74.963,73.986,71.172,71.5,71.396
Lao PDR,LAO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.65,64.665,64.694,64.725,64.773,64.806,64.833,64.854,64.861,64.874,64.878,64.877,64.871,64.859,64.84,64.811,64.761,64.706,64.638,64.563,64.462,64.354,64.234,64.101,63.962,63.824,63.685,63.542,64.911,66.29,67.147,68.92,70.642,70.585,70.527,70.629
Late-demographic dividend,LTE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.74710007,82.47899483,82.12283804,81.64645055,81.15516335,80.74147877,80.14955149,79.71967781,79.21732456,79.00268778,78.52917415,78.28489619,78.07489842,77.85097404,77.73385742,77.6057793,77.45361912,77.35493776,77.33052075,77.20203058,77.01157867,76.8957582,76.53853391,76.10526766,75.82540661,75.54945115,75.14343178,74.64785809,74.21493114,73.77199106,72.04502259,73.09474343,72.27393153,72.1832506,71.49885321,71.11484884
Latin America & Caribbean,LCN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.57070042,81.68817003,81.58642992,81.54429235,81.30813013,80.93259009,80.17146286,80.60483429,80.44411915,80.1416639,79.69830343,79.27545023,78.91716213,78.85427199,78.90074965,78.88946383,78.93000225,78.5700303,78.39550102,78.21884895,77.76041733,77.44860726,77.39261484,77.03398967,76.76133265,76.63681021,76.3327728,76.25432637,76.05425535,75.83890048,71.5348488,73.99990758,74.82041361,74.64936782,74.76549072,74.64535995
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.1543919,82.25207387,82.12625106,82.05065103,81.78230867,81.34081863,80.51291133,80.98829232,80.80956554,80.53540366,80.10585497,79.68174814,79.34168255,79.289804,79.34916069,79.33656809,79.34001543,78.94530259,78.75928103,78.63586831,78.10968713,77.7670093,77.70093053,77.33743199,77.04748466,76.93432149,76.64174465,76.55151957,76.31801292,76.1196501,71.81927365,74.37759797,75.15035513,74.96773898,75.06271702,74.93811339
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.20240554,82.27047099,82.13451853,82.04098436,81.78461509,81.38918346,80.58321923,81.01667377,80.84204272,80.54650271,80.09690361,79.66334042,79.2985176,79.23697063,79.28860301,79.28364123,79.34769983,78.9920748,78.82778828,78.62229974,78.17255987,77.86340274,77.81072655,77.44607315,77.16970554,77.04180778,76.72479572,76.64023893,76.42976596,76.21381419,71.85154142,74.35527704,75.13764979,74.96097574,75.07849209,74.95697509
Latvia,LVA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.984,69.303,70.957,70.724,70.139,69.896,69.485,68.712,68.16,67.333,64.946,64.362,65.981,64.734,65.521,65.541,67.507,69.088,69.649,67.072,65.077,65.384,66.557,66.117,66.515,67.399,67.074,67.802,68.305,67.917,68.509,67.234,67.749,67.677,67.242,66.845
Least developed countries: UN classification,LDC,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.32420444,80.30509864,80.30312748,80.25906002,80.19738329,80.1592926,80.14549203,80.14668861,80.12147958,80.07536836,80.04260214,80.02547083,80.02543696,80.01986466,79.99861632,79.95169658,79.84321204,79.44390803,78.9707124,78.52281518,78.06908992,78.08393244,77.53662172,77.65626375,76.87989349,76.07472915,75.6429201,75.34883168,75.2000652,74.97294795,74.48368126,74.17502443,74.574662,75.15818039,74.91840056,74.84159615
Lebanon,LBN,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.543,73.431,72.421,71.746,71.223,70.802,70.085,70.016,69.774,69.81,69.724,69.477,69.241,69.014,68.578,67.88,67.19,66.5,66.772,67.038,67.297,67.549,67.794,68.032,68.265,68.606,69.058,69.509,69.958,70.409,71.237,69.415,66.615,66.721,..,..
Lesotho,LSO,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.316,81.305,81.224,81.071,80.848,80.575,80.285,79.931,79.486,79.004,78.673,78.338,77.997,77.651,77.303,76.951,76.593,76.232,75.871,75.505,75.133,74.756,74.374,73.986,72.921,71.827,70.704,69.552,68.374,67.171,66.527,66.127,67.383,67.301,67.173,66.917
Liberia,LBR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.21,83.294,83.233,83.154,83.056,82.954,82.865,82.783,82.719,82.664,82.614,82.569,82.539,82.531,82.543,82.575,82.629,82.69,82.687,82.658,82.641,82.364,82.167,82.225,82.229,82.169,82.078,81.986,81.864,81.7,80.921,81.094,81.57,81.437,81.301,81.229
Libya,LBY,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.365,60.265,60.152,60.041,59.945,59.881,59.864,59.893,59.987,60.154,60.142,59.974,59.916,59.97,60.107,60.296,60.711,61.276,61.795,62.316,62.848,63.31,63.651,63.872,64.013,64.077,64.093,64.068,64.015,63.937,58.626,59.186,63.422,63.158,62.86,62.545
Liechtenstein,LIE,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.773,74.316,73.776,73.155,72.578,72.035,71.417,70.726,69.97,68.33,66.444,65.273,64.99,66.152,63.772,62.752,61.208,61.86,62.187,61.987,61.861,63.114,63.268,64.139,65.075,64.882,66.014,66.416,67.621,67.829,68.867,68.036,68.207,68.623,69.138,68.951
